Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_ENG_L112_Q1126,112,Fill in the Blank : Describing Words,The monkey is a clever animal. (Find all Describing words),,,,,clever,FillBlank,,
F_ENG_L112_Q1127,112,Fill in the Blank : Describing Words,Arman is a tall boy. (Find all Describing words),,,,,tall,FillBlank,,
F_ENG_L112_Q1128,112,Fill in the Blank : Describing Words,The little puppy licked Niti's hand. (Find all Describing words),,,,,little,FillBlank,,
F_ENG_L112_Q1129,112,Fill in the Blank : Describing Words,He dived into the cold water. (Find all Describing words),,,,,cold,FillBlank,,
F_ENG_L112_Q1130,112,Fill in the Blank : Describing Words,Mother cuts vegetables with a sharp knife. (Find all Describing words),,,,,sharp,FillBlank,,
F_ENG_L112_Q1131,112,Fill in the Blank : Describing Words,Adnan drives a red car. (Find all Describing words),,,,,red,FillBlank,,
F_ENG_L113_Q1132,113,Part of Speech: Practice 1,A pronoun is used instead of a _____ Word.,,,,,Naming,FillBlank,,
F_ENG_L113_Q1133,113,Part of Speech: Practice 1,"Replace the Naming Word: ""The children are laughing."" ? _____ are laughing.",,,,,They,FillBlank,,
F_ENG_L113_Q1134,113,Part of Speech: Practice 1,I like apples _____ oranges.,,,,,and,FillBlank,,
F_ENG_L113_Q1135,113,Part of Speech: Practice 1,"Rina was tired, _____ she finished her homework.",,,,,but,FillBlank,,
F_ENG_L113_Q1136,113,Part of Speech: Practice 1,"Hurry up, _____ you will miss the bus.",,,,,or,FillBlank,,
F_ENG_L113_Q1137,113,Part of Speech: Practice 1,I stayed inside _____ it was raining.,,,,,because,FillBlank,,
F_ENG_L113_Q1138,113,Part of Speech: Practice 1,You can have tea _____ coffee.,,,,,or,FillBlank,,
F_ENG_L113_Q1139,113,Part of Speech: Practice 1,Karim and Rahim are brothers. (Pick out the Conjunction),,,,,and,FillBlank,,
F_ENG_L113_Q1140,113,Part of Speech: Practice 1,"I wanted to play, _____ it was too late.",,,,,but,FillBlank,,
F_ENG_L113_Q1141,113,Part of Speech: Practice 1,She smiled _____ waved at me.,,,,,and,FillBlank,,
F_ENG_L114_Q1142,114,Part of Speech: Practice 1,We stayed home _____ the weather was bad.,,,,,because,FillBlank,,
F_ENG_L114_Q1143,114,Part of Speech: Practice 1,Eat your vegetables _____ you will not get dessert.,,,,,or,FillBlank,,
F_ENG_L114_Q1144,114,Part of Speech: Practice 1,"Which word is a Conjunction? (and, cat, jump, blue)",,,,,and,FillBlank,,
F_ENG_L114_Q1145,114,Part of Speech: Practice 1,"Which word is a Conjunction? (because, pencil, run, happy)",,,,,because,FillBlank,,
F_ENG_L114_Q1146,114,Part of Speech: Practice 1,I have a dog _____ a cat.,,,,,and,FillBlank,,
F_ENG_L114_Q1147,114,Part of Speech: Practice 1,He is small _____ strong.,,,,,but,FillBlank,,
F_ENG_L114_Q1148,114,Part of Speech: Practice 1,Would you like juice _____ milk?,,,,,or,FillBlank,,
F_ENG_L114_Q1149,114,Part of Speech: Practice 1,She was absent _____ she was sick.,,,,,because,FillBlank,,
F_ENG_L114_Q1150,114,Part of Speech: Practice 1,The boy ran fast _____ won the race.,,,,,and,FillBlank,,
F_ENG_L114_Q1151,114,Part of Speech: Practice 1,"I knocked on the door, _____ nobody answered.",,,,,but,FillBlank,,
F_ENG_L115_Q1152,115,Part of Speech: Practice 1,Wear a coat _____ it is cold outside.,,,,,because,FillBlank,,
F_ENG_L115_Q1153,115,Part of Speech: Practice 1,Study hard _____ you can do well in the exam.,,,,,and,FillBlank,,
F_ENG_L115_Q1154,115,Part of Speech: Practice 1,"Pick out the Conjunction: ""I was hungry, so I ate lunch.""",,,,,so,FillBlank,,
F_ENG_L115_Q1155,115,Part of Speech: Practice 1,"Pick out the Conjunction: ""Tom and Jerry are friends.""",,,,,and,FillBlank,,
F_ENG_L115_Q1156,115,Part of Speech: Practice 1,"Pick out the Conjunction: ""She was tired but happy.""",,,,,but,FillBlank,,
F_ENG_L115_Q1157,115,Part of Speech: Practice 1,A conjunction joins _____ or groups of words.,,,,,words,FillBlank,,
F_ENG_L115_Q1158,115,Part of Speech: Practice 1,We went to the park _____ played football.,,,,,and,FillBlank,,
F_ENG_L115_Q1159,115,Part of Speech: Practice 1,Rina and Mina are best friends. (Pick out the Conjunction),,,,,and,FillBlank,,
F_ENG_L115_Q1160,115,Part of Speech: Practice 1,"I was hungry, so I ate a sandwich. (Pick out the Conjunction)",,,,,so,FillBlank,,
F_ENG_L115_Q1161,115,Part of Speech: Practice 1,The boy was tired but happy. (Pick out the Conjunction),,,,,but,FillBlank,,
F_ENG_L116_Q1162,116,Part of Speech: Practice 1,Would you like tea or coffee? (Pick out the Conjunction),,,,,or,FillBlank,,
F_ENG_L116_Q1163,116,Part of Speech: Practice 1,We stayed inside because it was raining. (Pick out the Conjunction),,,,,because,FillBlank,,
F_ENG_L116_Q1164,116,Part of Speech: Practice 1,Tom and Jerry played in the garden. (Pick out the Conjunction),,,,,and,FillBlank,,
F_ENG_L116_Q1165,116,Part of Speech: Practice 1,"She studied hard, so she passed the test. (Pick out the Conjunction)",,,,,so,FillBlank,,
F_ENG_L116_Q1166,116,Part of Speech: Practice 1,Karim is young but very smart. (Pick out the Conjunction),,,,,but,FillBlank,,
F_ENG_L116_Q1167,116,Part of Speech: Practice 1,Do you want a pencil or a pen? (Pick out the Conjunction),,,,,or,FillBlank,,
F_ENG_L116_Q1168,116,Part of Speech: Practice 1,The match was cancelled because the field was wet. (Pick out the Conjunction),,,,,because,FillBlank,,
F_ENG_L116_Q1169,116,Part of Speech: Practice 1,Ali and Hasan went to school together. (Pick out the Conjunction),,,,,and,FillBlank,,
F_ENG_L116_Q1170,116,Part of Speech: Practice 1,"The cat was sleepy, so it curled up on the sofa. (Pick out the Conjunction)",,,,,so,FillBlank,,
F_ENG_L116_Q1171,116,Part of Speech: Practice 1,The cake looked delicious but tasted salty. (Pick out the Conjunction),,,,,but,FillBlank,,
F_ENG_L117_Q1172,117,Part of Speech: Practice 1,You may sit here or stand near the door. (Pick out the Conjunction),,,,,or,FillBlank,,
F_ENG_L117_Q1173,117,Part of Speech: Practice 1,We left early because the road was crowded. (Pick out the Conjunction),,,,,because,FillBlank,,
F_ENG_L117_Q1174,117,Part of Speech: Practice 1,My brother and sister help me with homework. (Pick out the Conjunction),,,,,and,FillBlank,,
F_ENG_L117_Q1175,117,Part of Speech: Practice 1,"It was getting dark, so we went home. (Pick out the Conjunction)",,,,,so,FillBlank,,
F_ENG_L117_Q1176,117,Part of Speech: Practice 1,She is small but very brave. (Pick out the Conjunction),,,,,but,FillBlank,,
F_ENG_L117_Q1177,117,Part of Speech: Practice 1,Would you like an apple or a banana? (Pick out the Conjunction),,,,,or,FillBlank,,
F_ENG_L117_Q1178,117,Part of Speech: Practice 1,He wore a jacket because it was cold. (Pick out the Conjunction),,,,,because,FillBlank,,
F_ENG_L117_Q1179,117,Part of Speech: Practice 1,The teacher and the students visited the museum. (Pick out the Conjunction),,,,,and,FillBlank,,
F_ENG_L117_Q1180,117,Part of Speech: Practice 1,"The bus was late, so we waited patiently. (Pick out the Conjunction)",,,,,so,FillBlank,,
F_ENG_L117_Q1181,117,Part of Speech: Practice 1,The book was old but interesting. (Pick out the Conjunction),,,,,but,FillBlank,,
F_ENG_L118_Q1182,118,Pronoun: Revision 1,Rina is my friend. _____ is very kind.,,,,,She,FillBlank,,
F_ENG_L118_Q1183,118,Pronoun: Revision 1,Karim has a bicycle. _____ rides it every day.,,,,,He,FillBlank,,
F_ENG_L118_Q1184,118,Pronoun: Revision 1,My cat is sleeping. _____ is under the table.,,,,,It,FillBlank,,
F_ENG_L118_Q1185,118,Pronoun: Revision 1,Ali and I are classmates. _____ study together.,,,,,We,FillBlank,,
F_ENG_L118_Q1186,118,Pronoun: Revision 1,Rupa and Sima are sisters. _____ play together.,,,,,They,FillBlank,,
F_ENG_L118_Q1187,118,Pronoun: Revision 1,_____ am going to school now.,,,,,I,FillBlank,,
F_ENG_L118_Q1188,118,Pronoun: Revision 1,Can _____ help me carry this bag? (talking to one friend),,,,,you,FillBlank,,
F_ENG_L118_Q1189,118,Pronoun: Revision 1,The dog is barking because _____ is hungry.,,,,,it,FillBlank,,
F_ENG_L118_Q1190,118,Pronoun: Revision 1,My parents are at home. _____ are watching TV.,,,,,They,FillBlank,,
F_ENG_L118_Q1191,118,Pronoun: Revision 1,Sara is reading a book. _____ likes reading.,,,,,She,FillBlank,,
F_ENG_L119_Q1192,119,Pronoun: Revision 1,"Replace the Naming Word: ""Tom is playing football."" ? _____ is playing football.",,,,,He,FillBlank,,
F_ENG_L119_Q1193,119,Pronoun: Revision 1,"Replace the Naming Word: ""The bird is flying."" ? _____ is flying.",,,,,It,FillBlank,,
F_ENG_L119_Q1194,119,Pronoun: Revision 1,"Replace the Naming Words: ""Rina and Mina are singing."" ? _____ are singing.",,,,,They,FillBlank,,
F_ENG_L119_Q1195,119,Pronoun: Revision 1,"Which word is a Pronoun? (cat, he, run, happy)",,,,,he,FillBlank,,
F_ENG_L119_Q1196,119,Pronoun: Revision 1,"Which word is a Pronoun? (book, they, jump, red)",,,,,they,FillBlank,,
F_ENG_L119_Q1197,119,Pronoun: Revision 1,_____ are my best friends. (talking about several boys),,,,,They,FillBlank,,
F_ENG_L119_Q1198,119,Pronoun: Revision 1,My brother is tall. _____ plays basketball.,,,,,He,FillBlank,,
F_ENG_L119_Q1199,119,Pronoun: Revision 1,Nila and I went to the zoo. _____ saw many animals.,,,,,We,FillBlank,,
F_ENG_L119_Q1200,119,Pronoun: Revision 1,_____ are a good student. (talking to one student),,,,,You,FillBlank,,
F_ENG_L119_Q1201,119,Pronoun: Revision 1,"Pick out the Pronoun: ""She is drawing a picture.""",,,,,She,FillBlank,,
F_ENG_L120_Q1202,120,Articles: Revision 1,_____ old man opened the door.,,,,,an,FillBlank,,
F_ENG_L120_Q1203,120,Articles: Revision 1,"Ruby put _____ open book on her lap, but she was not reading it.",,,,,an,FillBlank,,
F_ENG_L120_Q1204,120,Articles: Revision 1,The pig has ____ curly tail.,,,,,a,FillBlank,,
F_ENG_L120_Q1205,120,Articles: Revision 1,I saw ____ elephant at the zoo.,,,,,an,FillBlank,,
F_ENG_L120_Q1206,120,Articles: Revision 1,She found ____ coin on the road.,,,,,a,FillBlank,,
F_ENG_L120_Q1207,120,Articles: Revision 1,There is ____ umbrella near the door.,,,,,an,FillBlank,,
F_ENG_L120_Q1208,120,Articles: Revision 1,____ ant carried food to its nest.,,,,,an,FillBlank,,
F_ENG_L120_Q1209,120,Articles: Revision 1,Father drove ____ car to work.,,,,,a,FillBlank,,
F_ENG_L120_Q1210,120,Articles: Revision 1,We stayed in ____ hotel near the beach.,,,,,a,FillBlank,,
F_ENG_L120_Q1211,120,Articles: Revision 1,____ eagle flew high in the sky.,,,,,an,FillBlank,,
F_ENG_L121_Q1212,121,Articles: Revision 1,The farmer bought ____ ox for his field.,,,,,an,FillBlank,,
F_ENG_L121_Q1213,121,Articles: Revision 1,Rahul wants to become ____ engineer when he grows up.,,,,,an,FillBlank,,
F_ENG_L121_Q1214,121,Articles: Revision 1,I saw ____ apple on the table.,,,,,an,FillBlank,,
F_ENG_L121_Q1215,121,Articles: Revision 1,Rahul found ____ egg in the nest.,,,,,an,FillBlank,,
F_ENG_L121_Q1216,121,Articles: Revision 1,We bought ____ kite from the shop.,,,,,a,FillBlank,,
F_ENG_L121_Q1217,121,Articles: Revision 1,There was ____ elephant near the river.,,,,,an,FillBlank,,
F_ENG_L121_Q1218,121,Articles: Revision 1,Mother gave me ____ umbrella for the rain.,,,,,an,FillBlank,,
F_ENG_L121_Q1219,121,Articles: Revision 1,The boy kicked ____ ball across the field.,,,,,a,FillBlank,,
F_ENG_L121_Q1220,121,Articles: Revision 1,I ate ____ orange after dinner.,,,,,an,FillBlank,,
F_ENG_L121_Q1221,121,Articles: Revision 1,We saw ____ monkey in the tree.,,,,,a,FillBlank,,
F_ENG_L122_Q1222,122,Articles: Revision 1,He picked up ____ onion from the basket.,,,,,an,FillBlank,,
F_ENG_L122_Q1223,122,Articles: Revision 1,The farmer owns ____ cow.,,,,,a,FillBlank,,
F_ENG_L122_Q1224,122,Articles: Revision 1,She wrote with ____ ink pen.,,,,,an,FillBlank,,
F_ENG_L122_Q1225,122,Articles: Revision 1,They built ____ sandcastle on the beach.,,,,,a,FillBlank,,
F_ENG_L122_Q1226,122,Articles: Revision 1,I saw ____ eagle flying in the sky.,,,,,an,FillBlank,,
F_ENG_L122_Q1227,122,Articles: Revision 1,He carried ____ bag to school.,,,,,a,FillBlank,,
F_ENG_L122_Q1228,122,Articles: Revision 1,We planted ____ oak tree in the garden.,,,,,an,FillBlank,,
F_ENG_L122_Q1229,122,Articles: Revision 1,She found ____ doll under the bed.,,,,,a,FillBlank,,
F_ENG_L122_Q1230,122,Articles: Revision 1,There was ____ insect on the leaf.,,,,,an,FillBlank,,
F_ENG_L122_Q1231,122,Articles: Revision 1,The girl wore ____ hat at the picnic.,,,,,a,FillBlank,,
F_ENG_L123_Q1232,123,Articles: Revision 1,I saw ____ octopus in the aquarium.,,,,,an,FillBlank,,
F_ENG_L123_Q1233,123,Articles: Revision 1,He opened ____ book and started reading.,,,,,a,FillBlank,,
F_ENG_L123_Q1234,123,Articles: Revision 1,We heard ____ owl hooting at night.,,,,,an,FillBlank,,
F_ENG_L123_Q1235,123,Articles: Revision 1,She bought ____ toy for her brother.,,,,,a,FillBlank,,
F_ENG_L123_Q1236,123,Articles: Revision 1,There was ____ ant crawling on the wall.,,,,,an,FillBlank,,
F_ENG_L123_Q1237,123,Articles: Revision 1,We planted ____ oak tree in the garden.,,,,,an,FillBlank,,
F_ENG_L123_Q1238,123,Articles: Revision 1,He saw ____ eagle flying high in the sky.,,,,,an,FillBlank,,
F_ENG_L123_Q1239,123,Articles: Revision 1,She baked ____ cake for the party.,,,,,a,FillBlank,,
F_ENG_L123_Q1240,123,Articles: Revision 1,We visited ____ Taj Mahal last summer.,,,,,the,FillBlank,,
F_ENG_L123_Q1241,123,Articles: Revision 1,He bought ____ umbrella because it was raining.,,,,,an,FillBlank,,
